0.573487	0.588897	0.614305	0.628987	0.629014	0.666636	0.723741	0.781577	0.850514	0.907854	0.951316	0.962778	0.946933	0.903838	0.846465	0.776663
0.506503	0.480946	0.478907	0.492211	0.522233	0.539333	0.580909	0.638762	0.701190	0.770191	0.835953	0.886805	0.911576	0.912047	0.882512	0.838157
0.473710	0.520428	0.567731	0.600752	0.616416	0.624256	0.681371	0.741204	0.804068	0.871799	0.924700	0.958417	0.962136	0.932928	0.885124	0.823668
0.444134	0.532504	0.582924	0.624581	0.647943	0.690584	0.759078	0.838658	0.919109	0.979006	1.021420	1.036102	1.009997	0.963200	0.901703	0.827517
0.506960	0.522543	0.546250	0.586080	0.647549	0.715042	0.791860	0.860956	0.912847	0.941620	0.941020	0.910974	0.865865	0.807278	0.737665	0.720543
0.578608	0.605249	0.615317	0.636262	0.692808	0.754354	0.821115	0.888490	0.938362	0.963480	0.960934	0.924541	0.873280	0.808797	0.747263	0.726942
0.644305	0.701781	0.735709	0.746899	0.757932	0.821245	0.901916	0.976485	1.040924	1.083193	1.100717	1.074005	1.019439	0.950027	0.867818	0.788052
0.649759	0.694203	0.724468	0.740000	0.741888	0.771594	0.847893	0.925912	1.007019	1.059574	1.094829	1.098276	1.054680	0.995027	0.921171	0.835336
0.641764	0.691543	0.721920	0.733364	0.747928	0.817510	0.899858	0.979028	1.042023	1.083564	1.099835	1.069678	1.015751	0.946885	0.865277	0.784992
0.512747	0.565099	0.598271	0.611692	0.643637	0.701168	0.761940	0.831651	0.896513	0.944510	0.966020	0.959032	0.921008	0.868150	0.802273	0.745804
0.430137	0.512745	0.564367	0.589530	0.613594	0.667689	0.725001	0.781309	0.844734	0.897775	0.931144	0.936519	0.912027	0.866677	0.807756	0.742319
0.559062	0.600602	0.641839	0.662426	0.686282	0.698836	0.736215	0.815232	0.895053	0.978579	1.033575	1.071263	1.078880	1.039869	0.985336	0.916395
0.491412	0.506342	0.528206	0.539343	0.564693	0.619248	0.676460	0.729323	0.792643	0.846693	0.877090	0.885479	0.865556	0.825933	0.772922	0.720972
0.617605	0.611403	0.616727	0.679794	0.752057	0.832487	0.906862	0.959957	0.993474	0.992042	0.957790	0.908730	0.845873	0.771181	0.738675	0.712417
0.694588	0.760071	0.798546	0.810245	0.800735	0.845945	0.907852	0.976391	1.040862	1.086270	1.114321	1.102481	1.049256	0.978817	0.895069	0.805650
0.534244	0.562168	0.589071	0.628118	0.655715	0.666983	0.664478	0.718482	0.779237	0.845738	0.914437	0.966057	0.999719	0.999802	0.964842	0.911837
0.474725	0.523410	0.558514	0.575014	0.585246	0.635328	0.686772	0.736959	0.785338	0.840592	0.878335	0.888704	0.878011	0.838957	0.786262	0.728557
0.627496	0.667745	0.686036	0.695053	0.708058	0.750833	0.838055	0.921175	1.003142	1.055579	1.090765	1.090869	1.048687	0.991320	0.919730	0.836106
0.776019	0.805151	0.811215	0.794987	0.793625	0.890213	0.989983	1.078255	1.140962	1.178684	1.189030	1.145565	1.086029	1.011358	0.923934	0.826147
0.495151	0.593536	0.669477	0.723829	0.752824	0.763924	0.795210	0.881172	0.959740	1.042737	1.095952	1.130098	1.133457	1.086154	1.023586	0.946730
0.682038	0.732422	0.756033	0.753496	0.754490	0.820027	0.913816	1.004455	1.082927	1.130973	1.160042	1.144148	1.093338	1.027492	0.947759	0.856466
0.445804	0.565339	0.647214	0.697917	0.721923	0.732598	0.796594	0.880652	0.956971	1.027138	1.072961	1.098376	1.079327	1.028674	0.963530	0.885113
0.602049	0.670132	0.728207	0.765677	0.781391	0.779833	0.849344	0.936781	1.017765	1.088404	1.132106	1.156412	1.129085	1.071989	1.000395	0.915605
0.573052	0.698247	0.774573	0.817706	0.834274	0.923295	1.009848	1.093168	1.163631	1.204051	1.224338	1.190443	1.126520	1.048185	0.956755	0.854697
